id,year,sch_grade,sch_type,city,edu_dept,state,name,origin,status,establish,postal,address,phone,fax,homepage
579,2013,고등학교,자율고,대구,대구시,달서구,대진고등학교,본교,기존(원)교,공립,704-838,대구광역시 달서구 화암로73길 15 (대곡동_대진고등학교),053-640-1602,053-640-1606,http://www.dj.hs.kr
580,2013,고등학교,일반고,강원,강원,고성군,대진고등학교,본교,기존(원)교,공립,219-812,강원도 고성군 현내면 화진포길 476 (현내면_대진중고등학교),033-680-6612,033-682-0642,http://www.daejin.hs.kr
581,2013,고등학교,일반고,서울,서울시,노원구,대진고등학교,본교,기존(원)교,사립,139-869,서울특별시 노원구 공릉로62가길 47 (하계동_대진고등학교),02-976-0067,02-971-6085,http://www.dae-jin.hs.kr
582,2013,고등학교,특성화고(직업),서울,서울시,강남구,대진디자인고등학교,본교,기존(원)교,사립,135-886,서울특별시 강남구 광평로39길 93 (수서동_대진디자인고등학교),02-2226-1147,02-2226-4863,http://www.daejin.or.kr
583,2013,고등학교,일반고,서울,서울시,노원구,대진여자고등학교,본교,기존(원)교,사립,139-865,서울특별시 노원구 공릉로 438 (중계동_대진여자고등학교),02-979-2327,02-948-3951,http://www.daejinw.hs.kr
584,2013,고등학교,특성화고(직업),부산,부산시,금정구,대진정보통신고등학교,본교,기존(원)교,사립,609-725,부산광역시 금정구 수림로 92 대진정보통신고등학교,051-582-8100,051-582-8120,www.pdj.hs.kr
585,2013,고등학교,일반고,경북,경북,예천군,대창고등학교,본교,기존(원)교,사립,757-804,경상북도 예천군 예천읍 대창학교길 33 (예천읍_대창중고등학교),054-654-3340,054-654-8644,http://www.daechang.hs.kr/
586,2013,고등학교,일반고,충남,충남,보령시,대천고등학교,본교,기존(원)교,공립,355-120,충청남도 보령시 대고로 58 (죽정동_체육관동),041-931-4362,041-931-4374,http//www.daechon.hs.kr
587,2013,고등학교,일반고,충남,충남,보령시,대천여자고등학교,본교,기존(원)교,공립,355-931,충청남도 보령시 중앙로 264 (대천동_대천여자고등학교),041-934-2412,041-934-2418,http://www.dcgirls.cnehs.kr/
588,2013,고등학교,특성화고(직업),충남,충남,보령시,대천여자상업고등학교,본교,기존(원)교,공립,355-080,충청남도 보령시 여상길 60 (내항동_급수대),041-931-6852,041-931-6859,www.dcg.hs.kr
589,2013,고등학교,일반고,인천,인천시,옹진군,대청고등학교,본교,기존(원)교,공립,409-851,인천광역시 옹진군 대청면 대청로244번길 116-45 (대청면_대청중고등학교),032-836-2206,032-032-032,http://idmh.hs.kr
590,2013,고등학교,일반고,경기,경기,수원시,대평고등학교,본교,기존(원)교,공립,440-841,경기도 수원시 장안구 천천로22번길 21 (정자동_대평고등학교),031-259-3806,031-259-3969,www.daepyeong.hs.kr
591,2013,고등학교,일반고,울산,울산시,남구,대현고등학교,본교,기존(원)교,공립,680-842,울산광역시 남구 수암로 164 (야음동_대현고등학교),052-271-8952,052-269-2253,http://daehyun.hs.kr
592,2013,고등학교,일반고,경기,경기,고양시,대화고등학교,본교,기존(원)교,공립,411-802,경기도 고양시 일산서구 대화로 100 (대화동),031-911-1964,031-911-5710,http://www.daehwa-is.hs.kr
593,2013,고등학교,일반고,강원,강원,평창군,대화고등학교,본교,기존(원)교,공립,232-912,강원도 평창군 대화면 대화중앙로 32-8 (대화면_대화고등학교),033-333-2764,033-333-5724,http://www.daehwa.hs.kr
594,2013,고등학교,일반고,충남,충남,예산군,대흥고등학교,본교,기존(원)교,사립,340-843,충청남도 예산군 대흥면 예당로 845 (대흥면_대흥중고등학교),041-332-0013,041-041-2200,http://daeheung.hs.kr
595,2013,고등학교,일반고,경기,경기,양주시,덕계고등학교,본교,기존(원)교,공립,482-050 ,경기도 양주시 평화로1489번길 34 덕계고등학교 ,031-858-9694,031-858-9695,http://deokgye.hs.kr
596,2013,고등학교,일반고,부산,부산시,강서구,덕문고등학교,본교,기존(원)교,공립,618-410,부산광역시 강서구 천가길 372 (성북동_덕문고등학교),051-972-2702,051-972-9848,www.duckmun.hs.kr
597,2013,고등학교,일반고,부산,부산시,수영구,덕문여자고등학교,본교,기존(원)교,사립,613-100,부산광역시 수영구 연수로310번길 114 (광안동_덕문여자고등학교),051-756-1802,051-751-0920,http://www.dukmoon.hs.kr
598,2013,고등학교,일반고,경남,경남,산청군,덕산고등학교,본교,기존(원)교,공립,666-934,경상남도 산청군 시천면 남명로159번길 1 (시천면_덕산중고교),055-973-4814,055-973-4815,www.duksan.hs.kr
599,2013,고등학교,일반고,경기,경기,부천시,덕산고등학교,본교,기존(원)교,공립,421-814,경기도 부천시 오정구 오정로266번길 69 (오정동_덕산고등학교),032-680-9607,032-684-1092,www.duksan-h.hs.kr
600,2013,고등학교,자율고,충남,충남,예산군,덕산고등학교,본교,기존(원)교,공립,340-943,충청남도 예산군 봉산면 하평1길 46 (봉산면_덕산고등학교),041-337-3510,041-337-9702,http://yds.cnehs.kr
601,2013,고등학교,일반고,서울,서울시,종로구,덕성여자고등학교,본교,기존(원)교,사립,110-240,서울특별시 종로구 율곡로3길 50 (안국동_덕성여자고등학교),02-734-6871,02-732-5569,http://www.duksung.hs.kr
602,2013,고등학교,일반고,경기,경기,남양주시,덕소고등학교,본교,기존(원)교,사립,472-908,경기도 남양주시 와부읍 덕소로 194 (와부읍_덕소고등학교),031-577-6284,031-577-7830,www.duckso.hs.kr
603,2013,고등학교,특성화고(직업),서울,서울시,성동구,덕수고등학교,본교,기존(원)교,공립,133-862,서울특별시 성동구 왕십리로 199 (행당동_덕수정보산업고등학교),02-2292-5707,02-2299-0703,http://www.duksoo.hs.kr
604,2013,고등학교,일반고,인천,인천시,강화군,덕신고등학교,본교,기존(원)교,사립,417-804,인천광역시 강화군 강화읍 고비고개로 45 (강화읍_덕신고등학교),032-933-2974,032-934-0864,http://www.duckshin.hs.kr/
605,2013,고등학교,일반고,전북,전북,김제시,덕암고등학교,본교,기존(원)교,사립,576-120,전라북도 김제시 하공로 9 (서암동_덕암학원),063-544-2203,063-546-0680,www.deogamgo.hs.kr
606,2013,고등학교,특성화고(직업),전북,전북,김제시,덕암정보고등학교,본교,기존(원)교,사립,576-120,전라북도 김제시 하공로 9 (서암동_덕암정보고등학교),063-544-2205,063-546-1189,http://www.deogam.hs.kr
607,2013,고등학교,일반고,대구,대구시,수성구,덕원고등학교,본교,기존(원)교,사립,706-180,대구광역시 수성구 욱수길 37 (욱수동_덕원고등학교),053-790-2013,053-790-2020,http://www.dukwon.hs.kr
608,2013,고등학교,일반고,서울,서울시,강서구,덕원여자고등학교,본교,기존(원)교,사립,157-700,서울특별시 강서구 강서로45길 91-44 (내발산동_덕원여자고등학교),02-2660-7800,02-2660-7812,www.deokwon.hs.kr
609,2013,고등학교,특수목적고,서울,서울시,강서구,덕원예술고등학교,본교,기존(원)교,사립,157-700,서울특별시 강서구 강서로45길 91-44 (내발산동_덕원예술고등학교),02-2660-7911,02-2660-7909,http://www.dwarts.hs.kr
610,2013,고등학교,일반고,경기,경기,고양시,덕이고등학교,본교,기존(원)교,공립,411-808,경기도 고양시 일산서구 하이파크1로 _ 64 (덕이동),031-960-3605,031-913-6611,http://www.deogi.hs.kr/
611,2013,고등학교,특성화고(직업),서울,서울시,구로구,덕일전자공업고등학교,본교,기존(원)교,사립,152-899,서울특별시 구로구 서해안로21길 _ 5-12 (오류동),02-2613-2762,02-2681-0528,http://deogil.hs.kr
612,2013,고등학교,일반고,인천,인천시,옹진군,덕적고등학교,본교,기존(원)교,공립,409-893,인천광역시 옹진군 덕적면 덕적남로 15 (덕적면_덕적초중고등학교),032-832-9303,032-832-9307,http://deokjeok.hs.kr/
613,2013,고등학교,일반고,경기,경기,양주시,덕정고등학교,본교,기존(원)교,공립,482-010,경기도 양주시 화합로 1488 _ 덕정고등학교 (고암동_덕정고등학교),031-860-5306,031-858-6384,www.deokjeong.hs.kr
614,2013,고등학교,일반고,경기,경기,양주시,덕현고등학교,본교,기존(원)교,공립,482-080,경기도 양주시 고읍북로 36 (만송동),031-856-1263,031-856-1268,http://www.deokhyeon.hs.kr
615,2013,고등학교,일반고,부산,부산시,동구,데레사여자고등학교,본교,기존(원)교,사립,601-804,부산광역시 동구 정공단로47번길 14 (범일동_데레사여자고등학교),051-640-1112,051-640-1120,www.trs.hs.kr
616,2013,고등학교,일반고,경북,경북,구미시,도개고등학교,본교,기존(원)교,사립,730-862,경북 구미시 도개면 도안로 120 (도개면_도개중고등학교),054-474-1051,054-474-3184,http://dogae.hs.kr
617,2013,고등학교,일반고,강원,강원,삼척시,도계고등학교,본교,기존(원)교,공립,245-905,강원도 삼척시 도계읍 도계느티로 69 (도계읍_도계고등학교),033-541-0083,033-541-5222,http://dogye.hs.kr
618,2013,고등학교,특성화고(직업),강원,강원,삼척시,도계전산정보고등학교,본교,기존(원)교,공립,245-905,강원도 삼척시 도계읍 도계느티로 24 (도계읍_도계전산정보고등학교),033-541-0092,033-033-033,http://dgs.hs.kr
619,2013,고등학교,일반고,경기,경기,남양주시,도농고등학교,본교,기존(원)교,공립,472-913,경기도 남양주시 미금로65번길 1 (도농동_도농고등학교),031-560-6509,031-522-6028,http://www.donong.hs.kr
620,2013,고등학교,일반고,세종,세종특별자치시,세종시,도담고등학교,본교,신설(원)교,공립,339-006,세종특별자치시  보듬4로   41 (도담동),044-410-0303,044-410-0399,http://dodam.sjeduhs.kr
621,2013,고등학교,일반고,경기,경기,부천시,도당고등학교,본교,기존(원)교,공립,420-803,경기도 부천시 원미구 삼작로256번길 53-3 (도당동_도당고등학교),032-680-8515,032-677-0848,dodang.hs.kr
622,2013,고등학교,일반고,인천,인천시,남동구,도림고등학교,본교,기존(원)교,공립,405-280,인천광역시 남동구 비류대로762번길 10 (도림동_도림고등학교),032-718-4394,032-442-4758,http://www.dorim.hs.kr
623,2013,고등학교,자율고,서울,서울시,도봉구,도봉고등학교,본교,기존(원)교,공립,132-812,서울특별시 도봉구 도봉산길 27 (도봉동_도봉고등학교),02-3491-4285,02-3491-4286,http://db2004.hs.kr
624,2013,고등학교,일반고,대구,대구시,달서구,도원고등학교,본교,기존(원)교,공립,704-802,대구광역시 달서구 미리샘길 52 (도원동_도원고등학교),053-630-5502,053-630-5510,http://www.dowon.hs.kr
625,2013,고등학교,일반고,전남,전남,신안군,도초고등학교,본교,기존(원)교,공립,535-891,전라남도 신안군 도초면 서남문로 1493-1 _ 도초고등학교 ,061-275-2028,061-275-9942,http://docho.hs.jne.kr
626,2013,고등학교,특성화고(직업),인천,인천시,남구,도화기계공업고등학교,본교,기존(원)교,공립,402-803,인천광역시 남구 석정로 165 (도화동_도화기계공업고등학교),032-760-0104,032-760-0123,http://www.dohwa.hs.kr
627,2013,고등학교,일반고,서울,서울시,금천구,독산고등학교,본교,기존(원)교,공립,153-820,서울특별시 금천구 문성로 64 (독산동_독산고등학교),02-857-6248,02-857-6247,http://www.doksan.hs.kr
628,2013,고등학교,일반고,경기,경기,성남시,돌마고등학교,본교,기존(원)교,공립,463-830,경기도 성남시 분당구 이매로 105 (이매동_돌마고등학교),031-780-7500,031-706-8038,www.dolma.hs.kr
629,2013,고등학교,일반고,전북,전북,순창군,동계고등학교,본교,기존(원)교,공립,595-821,전라북도 순창군 동계면 강동로 74 (동계면_동계중고교),063-652-4306,063-653-4873,www.donkhi.hs.kr
630,2013,고등학교,일반고,경기,경기,성남시,동광고등학교,본교,기존(원)교,사립,462-826,경기도 성남시 중원구 원터로 84 (성남동_동광고등학교),031-754-4811,031-753-1571,http://dong.hs.kr
631,2013,고등학교,특성화고(직업),강원,강원,고성군,동광산업과학고등학교,본교,기존(원)교,공립,219-831,강원도 고성군 토성면 백촌길 30-15 _ 동광중.동광산업과학고등학교 (토성면_동광중ㆍ농공고등학교),033-630-3200,033-631-8098,http://www.dongat.hs.kr
632,2013,고등학교,특성화고(직업),서울,서울시,성북구,동구마케팅고등학교,본교,기존(원)교,사립,136-825,서울특별시 성북구 성북로8길 71 (성북동),02-762-1349,02-745-1842,http://donggoo.hs.kr
633,2013,고등학교,일반고,서울,서울시,동대문구,동국대학교사범대학부속고등학교,본교,기존(원)교,사립,130-839,서울특별시 동대문구 장안벚꽃로 201 (장안동_동국대학교사범대학부속고등학교),02-6913-1578,02-6913-1588,http://www.ddbk.net
634,2013,고등학교,일반고,전북,전북,김제시,동국대학교사범대학부속금산고등학교,본교,기존(원)교,사립,576-962,전라북도 김제시 금산면 모악로 47 (금산면_금산 중고등학교),063-544-0722,063-542-7026,http://www.ksch.hs.kr
635,2013,고등학교,일반고,서울,서울시,광진구,동국대학교사범대학부속여자고등학교,본교,기존(원)교,사립,143-824,서울특별시 광진구 광나루로36길 47 (구의동_동국대학교사범대학부속여자중고등학교),02-2049-1566,02-2049-1588,http://donggukgirls.hs.kr
636,2013,고등학교,일반고,경기,경기,의정부시,동국대학교사범대학부속영석고등학교,본교,기존(원)교,사립,480-839,경기도 의정부시 시민로 363 _ 동국대학교사범대학부속 영석고등학교 (용현동),031-846-4560,031-846-5800,www.youngseok.hs.kr
637,2013,고등학교,일반고,경기,경기,포천시,동남고등학교,본교,기존(원)교,사립,487-823,경기도 포천시 소흘읍 솔모루로3번길 69 (소흘읍_동남중고등학교),031-542-1033,031-542-0146,http://www.dongnam.hs.kr
638,2013,고등학교,일반고,대전,대전시,대덕구,동대전고등학교,본교,기존(원)교,공립,306-826,대전광역시 대덕구 청림길 33 (중리동_동대전고등학교),042-630-6107,042-635-5908,www.ddj.hs.kr
639,2013,고등학교,일반고,서울,서울시,서초구,동덕여자고등학교,본교,기존(원)교,사립,137-854,서울특별시 서초구 효령로2길 123-5 (방배동_동덕여자중고등학교),02-586-5418,02-582-7306,http://www.dongduk.hs.kr
640,2013,고등학교,일반고,경기,경기,동두천시,동두천고등학교,본교,기존(원)교,사립,483-707,경기도 동두천시 평화로2434번길 8 (생연동_동두천고등학교),031-865-9281,031-031-031,www.tdc.hs.kr
641,2013,고등학교,특수목적고,경기,경기,동두천시,동두천외국어고등학교,본교,기존(원)교,공립,483-020,경기도 동두천시 지행로 145 (지행동_동두천외국어고등학교),031-864-9906,031-864-5200,www.dfl.hs.kr
642,2013,고등학교,일반고,경기,경기,동두천시,동두천중앙고등학교,본교,기존(원)교,공립,483-020,경기도 동두천시 평화로 2280 _ 동두천중앙고등학교 (지행동_중앙고등학교),031-860-1205,031-863-0420,www.dongduchon-ja.hs.kr
643,2013,고등학교,일반고,부산,부산시,동래구,동래고등학교,본교,기존(원)교,공립,607-030,부산광역시 동래구 충렬대로285번길 22 (칠산동_동래고등학교),051-552-0650,051-553-9644,http://dongnae.hs.kr/
644,2013,고등학교,자율고,부산,부산시,금정구,동래여자고등학교,본교,기존(원)교,사립,609-718,부산광역시 금정구 체육공원로 20 (동래여자고등학교),051-514-1227,051-516-5724,www.dongnae-gh.hs.kr
645,2013,고등학교,특성화고(직업),부산,부산시,동래구,동래원예고등학교,본교,기존(원)교,공립,607-838,부산광역시 동래구 금강로 43 (온천동_동래원예고등학교),051-550-3773,051-555-4635,http://wonyea.hs.kr
646,2013,고등학교,일반고,경북,경북,칠곡군,동명고등학교,본교,기존(원)교,공립,718-922,경상북도 칠곡군 동명면 백송로 797 (동명면),054-976-6351,054-976-2997,http://dmhs.school.gyo6.net
647,2013,고등학교,특성화고(대안),광주,광주시,광산구,동명고등학교,본교,기존(원)교,사립,506-090,광주광역시 광산구 사이동길 16 (서봉동),062-943-2855,062-943-2676,http://www.kdm.hs.kr
648,2013,고등학교,일반고,서울,서울시,은평구,동명여자고등학교,본교,기존(원)교,사립,122-840,서울특별시 은평구 통일로 793 (대조동_동명여자정보산업고등학교),02-385-0655,02-356-4706,http://dongmyung.hs.kr
649,2013,고등학교,특성화고(직업),서울,서울시,은평구,동명여자정보산업고등학교,본교,기존(원)교,사립,122-840,서울 은평구 통일로 793 (대조동_동명여자고등학교),02-386-4044,02-389-5013,http://www.dmgii.hs.kr
650,2013,고등학교,일반고,대구,대구시,수성구,동문고등학교,본교,기존(원)교,공립,706-803,대구광역시 수성구 효행로 17 (만촌동_동문고등학교),053-950-1600,053-950-1688,http://dongmoon.hs.kr
651,2013,고등학교,일반고,대전,대전시,서구,동방고등학교,본교,기존(원)교,사립,302-811,대전광역시 서구 계백로 1106 (관저동_동방고등학교),042-541-8431,042-541-0289,http://www.db.hs.kr
652,2013,고등학교,일반고,경기,경기,용인시,동백고등학교,본교,기존(원)교,공립,446-911,경기도 용인시 기흥구 동백7로 61 (동백동_동백고등학교),031-8005-5653,031-8005-5657,http://dongbaek.hs.kr/
653,2013,고등학교,일반고,서울,서울시,강동구,동북고등학교,본교,기존(원)교,사립,134-820,서울특별시 강동구 강동대로 305 (둔촌동),02-477-2280,02-488-8093,http://dongbuk.hs.kr
654,2013,고등학교,일반고,인천,인천시,동구,동산고등학교,본교,기존(원)교,사립,401-818,인천광역시 동구 동산로 58 동산고등학교 (송림동_동산고등학교),032-763-7827,032-764-7825,www.dongsan.hs.kr
655,2013,고등학교,특성화고(직업),서울,서울시,노원구,동산정보산업고등학교,본교,기존(원)교,사립,139-804,서울특별시 노원구 공릉로 257 (공릉동_동산정보산업고등학교),02-971-0903,02-973-3052,http://www.seouldongsan.hs.kr
656,2013,고등학교,자율고,서울,서울시,종로구,동성고등학교,본교,기존(원)교,사립,110-530,서울특별시 종로구 대학로 156 (혜화동_동성중고교),02-3671-9196,02-765-8239,http://www.dongsung.hs.kr
657,2013,고등학교,자율고,대전,대전시,동구,동신고등학교,본교,기존(원)교,공립,300-310,대전광역시 동구 옥천로 423 (비룡동_동신고등학교),042-273-0160,042-273-0106,http://www.dongsin.hs.kr
658,2013,고등학교,일반고,부산,부산시,사하구,동아고등학교,본교,기존(원)교,사립,604-812,부산광역시 사하구 괴정로244번길 63 (괴정동_동아고등학교),051-290-5000,051-291-5008,http://dong-a.hs.kr
659,2013,고등학교,특성화고(직업),부산,부산시,사하구,동아공업고등학교,본교,기존(원)교,사립,604-812,부산 사하구 괴정로 260 _ 79 (괴정동),051-200-3800,051-205-6121,donga-tec.hs.kr
660,2013,고등학교,특수목적고,대전,대전시,동구,동아마이스터고등학교,본교,기존(원)교,사립,300-829,대전광역시 동구 충정로 97 (자양동_동아마이스터고등학교),042-620-1134,042-624-9010,http://www.dongah.hs.kr
661,2013,고등학교,일반고,광주,광주시,남구,동아여자고등학교,본교,기존(원)교,사립,503-810,광주광역시 남구 오방로 16-10 (봉선동_동아여자고등학교),062-650-1259,062-650-1901,http://www.donga.hs.kr
662,2013,고등학교,일반고,경기,경기,안양시,동안고등학교,본교,기존(원)교,공립,431-070,경기도 안양시 동안구 부림로 71 (평촌동_동안고등학교),031-387-6104,031-387-6108,www.dongan.hs.kr
663,2013,고등학교,일반고,전북,전북,전주시,동암고등학교,본교,기존(원)교,사립,560-801,전라북도 전주시 완산구 소태정4길 1 (효자동2가_동암고등학교),063-223-5553,063-223-5558,http://www.dongam.hs.kr
664,2013,고등학교,일반고,서울,서울시,강서구,동양고등학교,본교,기존(원)교,사립,157-806,서울특별시 강서구 허준로 50 (가양동_동양고등학교),02-2657-0878,02-3664-9463,http://www.dongyang.hs.kr
665,2013,고등학교,일반고,경기,경기,수원시,동우여자고등학교,본교,기존(원)교,사립,440-310,경기도 수원시 장안구 장안로 426-1 (이목동_동우여자고등학교),031-259-4023,031-247-3315,www.dongwoo.hs.kr
666,2013,고등학교,일반고,경기,경기,수원시,동원고등학교,본교,기존(원)교,사립,440-310,경기도 수원시 장안구 장안로 426-1 (이목동_동원고교),031-259-4000,031-241-5273,www.dongwon.hs.kr
667,2013,고등학교,일반고,경남,경남,통영시,동원고등학교,본교,기존(원)교,사립,650-820,경상남도 통영시 광도면 용호로 12-29 (동원고등학교),055-645-2200,055-645-2025,http://dongwon-hs.gne.go.kr/
668,2013,고등학교,특성화고(직업),부산,부산시,부산진구,동의공업고등학교,본교,기존(원)교,사립,614-862,부산광역시 부산진구 양지로 50 (전포동_동의공업고등학교),051-811-7581,051-811-7588,http://www.dongeui-tech.hs.kr
669,2013,고등학교,일반고,부산,부산시,동래구,동인고등학교,본교,기존(원)교,사립,607-820,부산광역시 동래구 쇠미로31번길 34 (사직동_동인고등학교),051-501-7603,051-051-051,www.dongin.hs.kr
670,2013,고등학교,자율고,인천,인천시,남동구,동인천고등학교,본교,기존(원)교,공립,405-852,인천광역시 남동구 만수로75번길 71-15 (만수동_동인천고등학교),032-462-4689,032-461-6476,http://dih.hs.kr
671,2013,고등학교,특성화고(직업),경기,경기,평택시,동일공업고등학교,본교,기존(원)교,사립,450-804,경기도 평택시 중앙로 315 (비전동),031-653-6335,031-653-6332,di.hs.kr
672,2013,고등학교,일반고,서울,서울시,금천구,동일여자고등학교,본교,기존(원)교,사립,153-030,서울특별시 금천구 탑골로10길 45 (시흥동_동일여자고등학교),02-803-9805,02-892-7260,http://www.dongilg.hs.kr
673,2013,고등학교,특성화고(직업),서울,서울시,금천구,동일여자상업고등학교,본교,기존(원)교,사립,153-030,서울특별시 금천구 탑골로10길 45 (시흥동),02-803-9805,02-892-7260,http://www.dongil-cd.hs.kr
674,2013,고등학교,특성화고(직업),광주,광주시,남구,동일전자정보고등학교,본교,기존(원)교,사립,503-800,광주광역시 남구 천변좌로604번안길 12 (방림동),062-650-6301,062-676-2736,http://www.k-dongil.hs.kr
675,2013,고등학교,일반고,서울,서울시,동작구,동작고등학교,본교,기존(원)교,공립,156-883,서울특별시 동작구 솔밭로 51 (사당동_동작고등학교(복합정보센타)),02-588-4197,02-523-3410,http://www.dongjak.hs.kr
676,2013,고등학교,일반고,부산,부산시,중구,동주여자고등학교,본교,기존(원)교,사립,600-033,부산광역시 중구 광복중앙로 18 (광복동3가_동주여자상업고등학교),051-240-3006,051-246-4097,http://www.dongju.hs.kr
677,2013,고등학교,일반고,경북,경북,포항시,동지고등학교,본교,기존(원)교,사립,791-170,경상북도 포항시 북구 용흥로 125-8 (용흥동),054-244-7003,054-248-2946,http://dongji.hs.kr
678,2013,고등학교,일반고,경북,경북,포항시,동지여자고등학교,본교,기존(원)교,사립,791-811,경상북도 포항시 북구 용흥로 123 _ 동지여자고등학교 ,054-231-1105,054-231-1106,http://djg.hs.kr
679,2013,고등학교,일반고,부산,부산시,남구,동천고등학교,본교,기존(원)교,사립,608-817,부산광역시 남구 못골번영로 105 (대연동_동천고등학교),051-628-1302,051-624-0519,http://dongcheon.hs.kr
680,2013,고등학교,일반고,경기,경기,화성시,동탄고등학교,본교,기존(원)교,공립,445-160,경기도 화성시 동탄공원로1길 26-7 (반송동_동탄고등학교),031-800-3022,031-031-031,www.dongtan.hs.kr
681,2013,고등학교,특수목적고,경기,경기,화성시,동탄국제고등학교,본교,기존(원)교,공립,445-160,경기도 화성시 동탄나루로 27 동탄국제고등학교,031-8015-9007,031-8015-9004,http://www.dtg.hs.kr
682,2013,고등학교,일반고,경기,경기,파주시,동패고등학교,본교,기존(원)교,공립,413-833,경기도 파주시 교하로 350 (동패동),031-945-4312,031-945-4314,http://www.dongpae.hs.kr
683,2013,고등학교,일반고,강원,강원,동해시,동해광희고등학교,본교,기존(원)교,사립,240-180,강원도 동해시 청운로 112 (동회동_동해광희고등학교),033-520-0701,033-521-9911,http://dhkh.hs.kr/
684,2013,고등학교,일반고,강원,강원,동해시,동해삼육고등학교,본교,기존(원)교,사립,240-809,강원도 동해시 동해대로 5367 (천곡동),070-4000-4809,033-531-7161,http://dhsy.hs.kr
685,2013,고등학교,특성화고(직업),강원,강원,동해시,동해상업고등학교,본교,기존(원)교,공립,240-041,강원도 동해시 느릅재길 65 (발한동_동해상업고등학교),033-520-2666,033-532-7242,http://www.donghae.hs.kr
686,2013,고등학교,일반고,경기,경기,남양주시,동화고등학교,본교,기존(원)교,사립,472-708,경기도 남양주시 경춘로 434 (도농동_동화중고등학교),031-563-2580,031-551-7811,www.donghwa.hs.kr
687,2013,고등학교,특성화고(대안),경기,경기,화성시,두레자연고등학교,본교,기존(원)교,사립,445-953,경기도 화성시 우정읍 두레길 42 (우정읍_두레자연고등학교),031-358-8183,031-031-031,www.doorae.hs.kr
688,2013,고등학교,일반고,경북,경북,포항시,두호고등학교,본교,기존(원)교,공립,791-804,경상북도 포항시 북구 학전로111번길 21 (두호동_두호고등학교),054-250-7206,054-232-6658,http://duho.hs.kr
689,2013,고등학교,일반고,강원,강원,횡성군,둔내고등학교,본교,기존(원)교,공립,225-831,강원도 횡성군 둔내면 둔내로 22 (둔내면),033-342-1196,033-343-6016,www.dunnae.hs.kr
690,2013,고등학교,일반고,서울,서울시,강동구,둔촌고등학교,본교,기존(원)교,공립,134-817,서울특별시 강동구 명일로 140 (둔촌동_둔촌고등학교),02-485-9873,02-485-9874,http://doonchon.hs.kr
691,2013,고등학교,일반고,충남,충남,아산시,둔포고등학교,본교,기존(원)교,공립,336-872,충청남도 아산시 둔포면 둔포중앙로133번길 42 (둔포면_둔포고등학교),041-531-4619,041-041-4941,http://www.dunpo.hs.kr
692,2013,고등학교,자율고,서울,서울시,강서구,등촌고등학교,본교,기존(원)교,공립,157-930,서울특별시 강서구 공항대로39길 115 (등촌동_등촌고등학교),02-3665-6045,02-3665-6048,www.dch.hs.kr
693,2013,고등학교,특성화고(직업),서울,서울시,중구,리라아트고등학교,본교,기존(원)교,사립,100-250,서울특별시 중구 소파로2길  _ 24 (예장동_리라아트고등학교),02-775-6546,02-319-0681,http://www.lila.hs.kr
694,2013,고등학교,일반고,전북,전북,진안군,마령고등학교,본교,기존(원)교,공립,567-872,전라북도 진안군 마령면 임진로 2076 (마령면_마령고등학교),063-432-2518,063-432-8725,http://mrhs.hs.kr
695,2013,고등학교,일반고,경남,경남,창원시,마산가포고등학교,본교,기존(원)교,공립,631-320,경상남도 창원시 마산합포구 가포로 262 (가포동_가포고등학교),055-240-3611,055-240-3608,www.gapo.hs.kr
696,2013,고등학교,자율고,경남,경남,창원시,마산고등학교,본교,기존(원)교,공립,631-861,경상남도 창원시 마산합포구 심온길 33 (완월동_마산고등학교),055-240-3510,055-240-3519,http://www.masan.hs.kr
697,2013,고등학교,특성화고(직업),경남,경남,창원시,마산공업고등학교,본교,기존(원)교,사립,630-814,경상남도 창원시 마산회원구 학교단지로 53 (합성동_마산공업고등학교),055-255-1314,055-294-8864,http://magong.hs.kr
698,2013,고등학교,일반고,경남,경남,창원시,마산구암고등학교,본교,기존(원)교,공립,630-801,경상남도 창원시 마산회원구 팔용로 220 (구암동_구암고등학교),055-297-1393,055-297-8224,www.masanguam.hs.kr
699,2013,고등학교,일반고,경남,경남,창원시,마산내서여자고등학교,본교,기존(원)교,공립,630-852,경상남도 창원시 마산회원구 내서읍 삼풍로 133   ,055-231-2755,055-231-2783,www.msnsg.hs.kr
700,2013,고등학교,일반고,경남,경남,창원시,마산무학여자고등학교,본교,기존(원)교,사립,630-819 ,경상남도 창원시 마산회원구 회원동33길 17  (회원동)  ,055-241-3011,055-247-3055,www.muhak-g.hs.kr
701,2013,고등학교,일반고,경남,경남,창원시,마산삼진고등학교,본교,기존(원)교,사립,631-817,경상남도 창원시 마산합포구 진동면 삼진의거대로 661-13 _ (진동면_마산삼진고등학교),055-271-2171,055-271-8843,www.samjin.hs.kr
702,2013,고등학교,일반고,경남,경남,창원시,마산여자고등학교,본교,기존(원)교,공립,631-862,경상남도 창원시 마산합포구 고운로 157 (완월동_마산여자고등학교),055-249-3300,055-055-055,www.masangirl.hs.kr
703,2013,고등학교,일반고,경남,경남,창원시,마산용마고등학교,본교,기존(원)교,공립,631-856,경상남도 창원시 마산합포구 허당로 51 (산호동_마산용마고등학교),055-245-8071,055-246-2410,www.yongma.hs.kr
